"Word"	"Pronunciation"	"Audio"	"Parts Of Speech"	"Meaning"	"Examples"	"Picture"	"Word Reference"
"insensate"	"insensate.ipa"	"insensate.mp3"	"ADJ."	"without feeling"	"She lay there as insensate as a log"	"insensate.png"	"https://www.wordreference.com/definition/insensate"
"insensible"	"insensible.ipa"	"insensible.mp3"	"ADJ."	"unconscious; unresponsive"	"Sherry and I are very different; at times when I would be covered with embarrassment, she seems insensible to shame"	"insensible.png"	"https://www.wordreference.com/definition/insensible"
"insidious"	"insidious.ipa"	"insidious.mp3"	"ADJ."	"treacherous; stealthy; sly"	"The fifth column is insidious because it works secretly within our territory for our defeat"	"insidious.png"	"https://www.wordreference.com/definition/insidious"
"insightful"	"insightful.ipa"	"insightful.mp3"	"ADJ."	"discerning; perceptive"	"Sol thought he was very insightful about human behavior, but actually he was clueless as to why people acted the way they did"	"insightful.png"	"https://www.wordreference.com/definition/insightful"
"insinuate"	"insinuate.ipa"	"insinuate.mp3"	"V."	"hint; imply; creep in"	"When you said I looked robust, did you mean to insinuate that I&rsquo;m getting fat?"	"insinuate.png"	"https://www.wordreference.com/definition/insinuate"
"insipid"	"insipid.ipa"	"insipid.mp3"	"ADJ."	"lacking in flavor; dull"	"Flat prose and flat ginger ale are equally insipid: both lack sparkle"	"insipid.png"	"https://www.wordreference.com/definition/insipid"
"insolence"	"insolence.ipa"	"insolence.mp3"	"N."	"impudent disrespect; haughtiness"	"How dare you treat me so rudely! The manager will hear of your insolence.insolent, ADJ"	"insolence.png"	"https://www.wordreference.com/definition/insolence"
"insolvent"	"insolvent.ipa"	"insolvent.mp3"	"ADJ."	"bankrupt; lacking money to pay"	"When rumors that he was insolvent reached his creditors, they began to press him for payment of the money due them.insolvency, N"	"insolvent.png"	"https://www.wordreference.com/definition/insolvent"
"instigate"	"instigate.ipa"	"instigate.mp3"	"V."	"urge; start; provoke"	"Delighting in making mischief, Sir Toby sets out to instigate a quarrel between Sir Andrew and Cesario"	"instigate.png"	"https://www.wordreference.com/definition/instigate"
"insubordination"	"insubordination.ipa"	"insubordination.mp3"	"N."	"disobedience; rebelliousness"	"At the slightest hint of insubordination from the sailors on the Bounty, Captain Bligh had them flogged; finally, they mutinied.insubordinate, ADJ"	"insubordination.png"	"https://www.wordreference.com/definition/insubordination"
"insubstantial"	"insubstantial.ipa"	"insubstantial.mp3"	"ADJ."	"lacking substance; insignificant; frail"	"His hopes for a career in acting proved insubstantial; no one would cast him, even in an insubstantial role"	"insubstantial.png"	"https://www.wordreference.com/definition/insubstantial"
"insularity"	"insularity.ipa"	"insularity.mp3"	"N."	"narrow-mindedness; isolation"	"The insularity of the islanders manifested itself in their suspicion of anything foreign.insular, ADJ"	"insularity.png"	"https://www.wordreference.com/definition/insularity"
"insuperable"	"insuperable.ipa"	"insuperable.mp3"	"ADJ."	"insurmountable; unbeatable"	"Though the odds against their survival seemed insuperable, the Apollo 13 astronauts reached earth safely"	"insuperable.png"	"https://www.wordreference.com/definition/insuperable"
"insurgent"	"insurgent.ipa"	"insurgent.mp3"	"ADJ."	"rebellious"	"Because the insurgent forces had occupied the capital and had gained control of the railway lines, several of the war correspondents covering the uprising predicted a rebel victory.also N.insurgency, N"	"insurgent.png"	"https://www.wordreference.com/definition/insurgent"
"insurmountable"	"insurmountable.ipa"	"insurmountable.mp3"	"ADJ."	"overwhelming; unbeatable; insuperable"	"Facing almost insurmountable obstacles, the members of the underground maintained their courage and will to resist"	"insurmountable.png"	"https://www.wordreference.com/definition/insurmountable"
"insurrection"	"insurrection.ipa"	"insurrection.mp3"	"N."	"rebellion; uprising"	"In retrospect, given how badly the British treated the American colonists, the eventual insurrection seems inevitable"	"insurrection.png"	"https://www.wordreference.com/definition/insurrection"
"intangible"	"intangible.ipa"	"intangible.mp3"	"ADJ."	"not able to be perceived by touch; vague"	"Though the financial benefits of his Oxford post were meager, Lewis was drawn to it by its intangible rewards: prestige, intellectual freedom, the fellowship of his peers"	"intangible.png"	"https://www.wordreference.com/definition/intangible"
"integral"	"integral.ipa"	"integral.mp3"	"ADJ."	"complete; necessary for completeness"	"Physical education is an integral part of our curriculum; a sound mind and a sound body are complementary"	"integral.png"	"https://www.wordreference.com/definition/integral"
"integrate"	"integrate.ipa"	"integrate.mp3"	"V."	"make whole; combine; make into one unit"	"She tried to integrate all their activities into one program"	"integrate.png"	"https://www.wordreference.com/definition/integrate"
"integrity"	"integrity.ipa"	"integrity.mp3"	"N."	"uprightness; wholeness"	"Lincoln, whose personal integrity has inspired millions, fought a civil war to maintain the integrity of the republic, that these United States might remain undivided for all time"	"integrity.png"	"https://www.wordreference.com/definition/integrity"
"intellect"	"intellect.ipa"	"intellect.mp3"	"N."	"higher mental powers"	"He thought college would develop his intellect"	"intellect.png"	"https://www.wordreference.com/definition/intellect"
"intelligentsia"	"intelligentsia.ipa"	"intelligentsia.mp3"	"N."	"intellectuals; members of the educated elite [often used derogatorily]"	"She preferred discussions about sports and politics to the literary conversations of the intelligentsia"	"intelligentsia.png"	"https://www.wordreference.com/definition/intelligentsia"
"intercede"	"intercede.ipa"	"intercede.mp3"	"V."	"mediate; plead or petition on someone’s behalf"	"The university&rsquo;s athletics director often interceded with the admissions committee on behalf of applicants who were promising athletes but who had low high school G.P.A.s"	"intercede.png"	"https://www.wordreference.com/definition/intercede"
"interdict"	"interdict.ipa"	"interdict.mp3"	"V."	"prohibit; forbid"	"Civilized nations must interdict the use of nuclear weapons if we expect our society to live"	"interdict.png"	"https://www.wordreference.com/definition/interdict"
"interim"	"interim.ipa"	"interim.mp3"	"N."	"meantime"	"The company will not consider our proposal until next week; in the interim, let us proceed as we have in the past"	"interim.png"	"https://www.wordreference.com/definition/interim"
"interminable"	"interminable.ipa"	"interminable.mp3"	"ADJ."	"endless"	"Although his speech lasted for only twenty minutes, it seemed interminable to his bored audience"	"interminable.png"	"https://www.wordreference.com/definition/interminable"
"intermittent"	"intermittent.ipa"	"intermittent.mp3"	"ADJ."	"periodic; on and off"	"The outdoor wedding reception had to be moved indoors to avoid the intermittent showers that fell on and off all afternoon"	"intermittent.png"	"https://www.wordreference.com/definition/intermittent"
"internecine"	"internecine.ipa"	"internecine.mp3"	"ADJ."	"mutually destructive"	"The rising death toll on both sides indicates the internecine nature of this conflict"	"internecine.png"	"https://www.wordreference.com/definition/internecine"
"interpolate"	"interpolate.ipa"	"interpolate.mp3"	"V."	"insert between"	"She talked so much that I could not interpolate a single remark"	"interpolate.png"	"https://www.wordreference.com/definition/interpolate"
"interrogate"	"interrogate.ipa"	"interrogate.mp3"	"V."	"question closely; cross-examine"	"Knowing that the Nazis would interrogate him about his background, the secret agent invented a cover story that would help him meet their questions"	"interrogate.png"	"https://www.wordreference.com/definition/interrogate"
"intervene"	"intervene.ipa"	"intervene.mp3"	"V."	"come between"	"When two close friends get into a fight, be careful if you try to intervene; they may join forces and gang up on you.intervention, N"	"intervene.png"	"https://www.wordreference.com/definition/intervene"
"intimate"	"intimate.ipa"	"intimate.mp3"	"V."	"hint"	"She intimated rather than stated her preferences"	"intimate.png"	"https://www.wordreference.com/definition/intimate"
"intimidate"	"intimidate.ipa"	"intimidate.mp3"	"V."	"frighten"	"I&rsquo;ll learn karate and then those big bullies won&rsquo;t be able to intimidate me anymore.intimidation, N"	"intimidate.png"	"https://www.wordreference.com/definition/intimidate"
"intractable"	"intractable.ipa"	"intractable.mp3"	"ADJ."	"unruly; stubborn; unyielding"	"Charlie Brown&rsquo;s friend Pigpen was intractable: he absolutely refused to take a bath"	"intractable.png"	"https://www.wordreference.com/definition/intractable"
"intransigence"	"intransigence.ipa"	"intransigence.mp3"	"N."	"refusal of any compromise; stubbornness"	"The negotiating team had not expected such intransigence from the striking workers, who rejected any hint of a compromise.intransigent, ADJ"	"intransigence.png"	"https://www.wordreference.com/definition/intransigence"
"intrepid"	"intrepid.ipa"	"intrepid.mp3"	"ADJ."	"fearless"	"For her intrepid conduct nursing the wounded during the war, Florence Nightingale was honored by Queen Victoria"	"intrepid.png"	"https://www.wordreference.com/definition/intrepid"
"intrinsic"	"intrinsic.ipa"	"intrinsic.mp3"	"ADJ."	"essential; inherent; built-in"	"Although my grandmother&rsquo;s china has little intrinsic value, I shall always cherish it for the memories it evokes"	"intrinsic.png"	"https://www.wordreference.com/definition/intrinsic"
"introspective"	"introspective.ipa"	"introspective.mp3"	"ADJ."	"looking within oneself"	"Though young Francis of Assisi led a wild and worldly life, even he had introspective moments during which he examined his soul.introspection, N"	"introspective.png"	"https://www.wordreference.com/definition/introspective"
"introvert"	"introvert.ipa"	"introvert.mp3"	"N."	"one who is introspective; inclined to think more about oneself"	"In his poetry, he reveals that he is an introvert by his intense interest in his own problems"	"introvert.png"	"https://www.wordreference.com/definition/introvert"
"intrude"	"intrude.ipa"	"intrude.mp3"	"V."	"trespass; enter as an uninvited person"	"She hesitated to intrude on their conversation"	"intrude.png"	"https://www.wordreference.com/definition/intrude"
"intuition"	"intuition.ipa"	"intuition.mp3"	"N."	"immediate insight; power of knowing without reasoning"	"Even though Tony denied that anything was wrong, Tina trusted her intuition that something was bothering him.intuitive, ADJ.intuit, V"	"intuition.png"	"https://www.wordreference.com/definition/intuition"
"inundate"	"inundate.ipa"	"inundate.mp3"	"V."	"overwhelm; flood; submerge"	"This semester I am inundated with work: you should see the piles of paperwork flooding my desk.Until the great dam was built, the waters of the Nile used to inundate the river valley every year"	"inundate.png"	"https://www.wordreference.com/definition/inundate"
"inured"	"inured.ipa"	"inured.mp3"	"ADJ."	"accustomed; hardened"	"She became inured to the Alaskan cold"	"inured.png"	"https://www.wordreference.com/definition/inured"
"invalidate"	"invalidate.ipa"	"invalidate.mp3"	"V."	"weaken; destroy"	"The relatives who received little or nothing sought to invalidate the will by claiming that the deceased had not been in his right mind when he signed the document"	"invalidate.png"	"https://www.wordreference.com/definition/invalidate"
"invariable"	"invariable.ipa"	"invariable.mp3"	"ADJ."	"constant; unchanging"	"In the early twentieth century, it was the invariable custom for the Japanese to remove their shoes before entering the house, and failure to observe this custom, even by a stranger, would have been considered a great breach of etiquettte"	"invariable.png"	"https://www.wordreference.com/definition/invariable"
"invective"	"invective.ipa"	"invective.mp3"	"N."	"abuse"	"He had expected criticism but not the invective that greeted his proposal"	"invective.png"	"https://www.wordreference.com/definition/invective"
"inveigh"	"inveigh.ipa"	"inveigh.mp3"	"V."	"denounce; utter censure or invective"	"He inveighed against the demagoguery of the previous speaker and urged that the audience reject his philosophy as dangerous"	"inveigh.png"	"https://www.wordreference.com/definition/inveigh"
"inveigle"	"inveigle.ipa"	"inveigle.mp3"	"V."	"persuade; wheedle; coax"	"Using her popularity and ability to speak convincingly, she inveigled several of her friends into volunteering to work at the soup kitchen"	"inveigle.png"	"https://www.wordreference.com/definition/inveigle"
"inverse"	"inverse.ipa"	"inverse.mp3"	"ADJ."	"opposite"	"There is an inverse ratio between the strength of light and its distance"	"inverse.png"	"https://www.wordreference.com/definition/inverse"
"invert"	"invert.ipa"	"invert.mp3"	"V."	"turn upside down or inside out"	"When he inverted his body in a hand stand, he felt the blood rush to his head"	"invert.png"	"https://www.wordreference.com/definition/invert"
